col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Sports,278,870,Home,151,25,Clothing,8,343,Clothing,726,844,Home,167,821,Clothing,777,429,Electronics,246,612,Books,869,127,Home,666,18,Electronics,487,635,Books,237,739,Electronics,444,872,Electronics,373,217,Sports,926,960,Clothing,443,921,Home,114,926,Clothing,820
Clothing,885,460,Sports,299,237,Home,108,324,Clothing,798,631,Clothing,7,27,Clothing,374,553,Home,615,131,Clothing,215,284,Clothing,283,890,Books,315,948,Clothing,983,849,Electronics,735,132,Home,71,940,Home,144,794,Books,14,642,Books,889,397,Home,463
Home,612,78,Electronics,979,461,Books,745,763,Sports,90,157,Home,948,737,Electronics,651,707,Books,614,82,Clothing,540,758,Electronics,455,987,Sports,733,23,Clothing,260,738,Electronics,947,470,Books,889,578,Sports,65,89,Sports,91,718,Home,40,849,Home,137
Books,750,434,Sports,54,321,Home,854,856,Sports,359,482,Electronics,714,438,Books,512,389,Electronics,523,413,Electronics,172,139,Clothing,202,72,Electronics,691,880,Home,828,882,Electronics,218,455,Books,783,679,Home,410,54,Sports,743,21,Home,620,11,Sports,194
Clothing,269,380,Sports,223,100,Sports,786,576,Clothing,380,16,Home,496,808,Electronics,696,418,Books,996,371,Books,329,965,Home,906,886,Electronics,251,550,Electronics,539,450,Books,116,159,Sports,514,390,Books,997,352,Books,40,664,Electronics,961,591,Home,908
Electronics,833,652,Clothing,766,740,Home,632,782,Clothing,167,150,Home,497,484,Books,759,447,Electronics,107,152,Sports,708,468,Electronics,254,848,Sports,305,254,Home,389,505,Home,449,166,Clothing,136,479,Sports,207,302,Home,258,703,Sports,620,818,Electronics,345
Electronics,400,440,Home,580,690,Clothing,990,677,Electronics,692,328,Electronics,765,209,Sports,720,866,Sports,526,861,Books,50,112,Clothing,797,275,Electronics,809,423,Books,38,770,Electronics,760,889,Books,908,275,Home,190,2,Books,812,569,Home,712,945,Electronics,408
Sports,503,888,Clothing,565,408,Clothing,817,503,Clothing,993,311,Clothing,607,960,Electronics,363,853,Sports,87,502,Electronics,640,788,Sports,285,245,Electronics,46,77,Books,955,740,Electronics,783,52,Home,643,101,Electronics,273,915,Clothing,911,204,Sports,486,65,Books,991
Home,86,783,Electronics,467,155,Books,523,566,Books,616,908,Clothing,813,427,Electronics,116,141,Home,669,844,Books,659,510,Sports,572,660,Books,217,355,Sports,850,463,Home,919,583,Electronics,517,649,Sports,768,567,Electronics,995,348,Home,126,70,Home,502
Sports,320,339,Clothing,757,978,Home,373,315,Clothing,570,482,Electronics,645,107,Clothing,341,601,Clothing,186,105,Home,185,289,Electronics,666,8,Home,622,219,Clothing,146,787,Clothing,494,207,Books,3,142,Sports,696,414,Electronics,539,488,Books,176,511,Sports,338
Sports,32,988,Clothing,486,434,Clothing,386,640,Clothing,833,656,Clothing,800,443,Books,332,782,Home,69,545,Books,326,279,Clothing,640,278,Electronics,549,224,Sports,605,724,Home,639,360,Home,980,251,Books,419,270,Books,469,907,Sports,934,517,Sports,208
Sports,336,424,Clothing,552,751,Electronics,925,187,Books,204,823,Sports,78,508,Clothing,965,253,Clothing,767,525,Books,920,959,Electronics,999,73,Books,289,263,Home,59,203,Books,627,20,Clothing,968,451,Electronics,134,433,Sports,936,504,Sports,608,998,Books,715
Electronics,51,169,Electronics,444,434,Clothing,183,725,Books,126,815,Home,681,538,Electronics,826,466,Home,863,398,Electronics,25,712,Electronics,799,966,Clothing,496,506,Home,999,565,Books,973,767,Books,87,28,Home,727,684,Home,990,79,Electronics,171,432,Electronics,984
Electronics,79,709,Electronics,854,143,Sports,309,823,Sports,465,508,Clothing,654,58,Books,938,829,Books,535,674,Books,774,828,Home,48,819,Home,569,342,Clothing,81,731,Sports,856,964,Clothing,780,570,Sports,408,731,Sports,502,507,Books,535,208,Sports,90
Sports,698,965,Clothing,905,529,Electronics,922,427,Clothing,345,73,Home,136,879,Books,514,760,Home,891,538,Home,511,927,Electronics,208,366,Home,964,310,Books,618,211,Home,11,645,Clothing,999,962,Sports,826,259,Sports,358,982,Electronics,171,172,Home,234
Electronics,174,262,Clothing,863,285,Home,179,692,Books,669,795,Clothing,596,622,Sports,784,749,Clothing,128,183,Books,973,368,Home,780,139,Electronics,204,739,Sports,617,601,Home,243,293,Sports,6,238,Sports,209,207,Books,795,296,Home,787,236,Sports,465
Home,948,727,Sports,138,5,Books,718,807,Electronics,954,623,Home,746,392,Clothing,392,899,Books,65,438,Clothing,300,841,Home,96,878,Books,973,479,Home,244,762,Home,652,448,Sports,583,580,Books,952,444,Clothing,675,946,Sports,591,97,Books,919
Sports,618,579,Home,778,523,Electronics,604,845,Home,767,99,Electronics,169,326,Sports,369,899,Books,111,892,Home,316,970,Books,702,575,Books,295,237,Books,319,260,Electronics,266,227,Electronics,912,402,Clothing,216,561,Books,719,928,Home,82,53,Clothing,971
Electronics,501,229,Sports,926,720,Clothing,227,659,Books,426,395,Electronics,502,700,Clothing,358,557,Home,764,776,Books,884,697,Electronics,761,572,Clothing,239,768,Sports,555,977,Sports,420,119,Home,314,286,Home,691,27,Clothing,302,112,Electronics,324,818,Clothing,956
Clothing,575,161,Home,650,436,Books,518,184,Home,540,211,Electronics,615,250,Clothing,82,480,Electronics,846,348,Sports,678,434,Sports,830,106,Home,113,783,Home,641,103,Clothing,491,152,Home,582,405,Clothing,761,391,Clothing,195,692,Books,902,501,Electronics,918
Sports,76,427,Home,954,418,Books,868,474,Clothing,211,863,Sports,970,616,Books,838,494,Sports,515,614,Books,165,170,Books,217,501,Sports,980,47,Electronics,269,285,Home,118,517,Books,483,744,Sports,828,209,Clothing,934,202,Sports,711,389,Clothing,372
Sports,316,122,Clothing,292,81,Books,12,676,Electronics,266,655,Sports,522,640,Books,607,530,Sports,176,647,Clothing,344,664,Sports,586,527,Clothing,146,498,Home,138,536,Sports,955,624,Electronics,29,307,Home,333,988,Sports,782,247,Sports,859,938,Books,642
Home,833,149,Sports,210,545,Books,250,180,Electronics,267,437,Electronics,506,50,Home,956,672,Home,511,564,Clothing,727,676,Books,826,228,Electronics,312,725,Clothing,357,252,Home,639,964,Clothing,710,210,Sports,344,657,Electronics,894,136,Sports,470,966,Sports,134
Books,373,852,Home,684,817,Home,418,300,Sports,970,633,Home,520,992,Electronics,644,480,Electronics,833,605,Clothing,316,198,Home,305,280,Sports,338,722,Sports,135,919,Electronics,165,372,Clothing,284,387,Electronics,885,597,Electronics,682,666,Clothing,514,147,Clothing,881
Books,81,705,Home,697,377,Home,377,814,Sports,254,859,Electronics,721,326,Sports,973,612,Books,373,221,Home,116,730,Sports,328,714,Electronics,910,396,Sports,533,106,Home,762,389,Electronics,338,972,Electronics,940,996,Books,179,949,Books,775,568,Sports,624
Home,873,743,Electronics,811,159,Home,198,97,Clothing,188,545,Electronics,52,988,Home,152,812,Books,536,350,Sports,811,999,Clothing,103,898,Electronics,785,468,Books,583,309,Sports,22,665,Clothing,917,319,Home,160,823,Books,625,847,Books,645,735,Sports,496
Home,640,111,Home,752,786,Clothing,639,680,Books,30,199,Books,870,210,Sports,394,349,Clothing,123,318,Home,929,820,Books,850,19,Books,21,700,Sports,771,806,Electronics,533,351,Electronics,736,659,Books,206,873,Books,911,436,Books,288,856,Electronics,514
Home,695,657,Clothing,211,627,Home,448,336,Electronics,305,727,Sports,180,806,Sports,760,359,Clothing,725,185,Books,420,146,Home,973,450,Electronics,445,344,Books,685,518,Clothing,688,131,Books,402,161,Clothing,911,853,Home,29,137,Electronics,648,399,Home,358
Books,755,221,Books,875,217,Books,37,181,Clothing,967,356,Sports,243,262,Electronics,166,293,Electronics,572,490,Sports,250,102,Home,817,287,Home,538,927,Home,161,569,Clothing,574,547,Sports,929,896,Clothing,945,153,Sports,259,245,Home,568,55,Books,578
Home,697,904,Electronics,663,773,Electronics,893,441,Clothing,453,22,Electronics,717,458,Sports,429,99,Home,444,766,Electronics,218,290,Electronics,711,353,Home,292,517,Sports,349,703,Books,899,295,Books,121,336,Clothing,731,677,Clothing,219,451,Electronics,505,136,Electronics,807
Electronics,732,64,Books,388,670,Electronics,421,403,Books,700,833,Electronics,549,397,Sports,268,283,Home,654,877,Books,954,367,Home,842,282,Books,435,813,Books,757,16,Electronics,842,282,Books,70,430,Sports,477,172,Books,276,152,Clothing,697,175,Books,786
Sports,71,638,Clothing,396,45,Electronics,8,997,Electronics,796,570,Books,804,743,Books,131,296,Clothing,73,160,Home,27,714,Clothing,152,840,Electronics,310,309,Clothing,48,524,Electronics,459,242,Clothing,743,858,Electronics,957,384,Electronics,331,417,Clothing,792,258,Home,275
Sports,969,730,Books,124,632,Electronics,165,462,Electronics,788,795,Books,661,718,Books,466,664,Sports,926,979,Electronics,994,106,Electronics,84,725,Books,700,925,Clothing,581,317,Sports,386,591,Clothing,538,740,Home,597,306,Electronics,288,464,Sports,593,611,Sports,590
Clothing,854,796,Home,561,215,Electronics,120,812,Electronics,992,884,Sports,940,993,Books,119,440,Electronics,254,310,Books,58,781,Sports,618,915,Books,316,425,Sports,285,841,Home,425,45,Sports,794,588,Books,618,865,Home,510,554,Electronics,130,649,Electronics,535
Clothing,666,354,Books,920,511,Sports,744,236,Sports,699,459,Sports,943,928,Electronics,822,932,Home,520,710,Books,229,176,Home,977,237,Electronics,218,330,Home,598,278,Sports,948,963,Books,49,263,Sports,44,44,Home,693,556,Electronics,958,69,Home,739
Sports,757,474,Sports,909,128,Electronics,737,606,Electronics,908,652,Sports,66,593,Books,944,995,Books,188,939,Sports,24,239,Books,233,388,Clothing,92,860,Electronics,922,950,Electronics,652,134,Electronics,889,677,Home,624,77,Electronics,298,130,Home,283,868,Electronics,834
Electronics,652,909,Clothing,124,254,Electronics,372,223,Home,645,444,Sports,606,849,Home,446,232,Books,26,874,Home,538,239,Sports,350,772,Home,34,474,Sports,830,74,Home,205,232,Clothing,912,174,Electronics,818,840,Electronics,929,602,Books,666,892,Clothing,289
Books,71,748,Sports,68,550,Electronics,233,916,Books,30,469,Home,239,37,Home,350,134,Home,820,876,Clothing,6,756,Electronics,567,735,Sports,153,540,Electronics,168,222,Clothing,316,727,Books,351,281,Home,777,761,Sports,574,656,Electronics,624,599,Books,802
Books,46,485,Books,475,877,Clothing,430,812,Electronics,161,328,Electronics,403,769,Home,687,455,Electronics,875,169,Electronics,506,334,Books,783,360,Sports,369,281,Books,209,482,Electronics,131,562,Home,312,310,Sports,753,624,Home,718,426,Clothing,595,164,Sports,805
Electronics,47,13,Sports,358,722,Sports,287,939,Books,650,461,Home,253,499,Electronics,345,206,Sports,192,38,Home,732,387,Sports,991,483,Books,712,233,Electronics,368,982,Home,15,628,Home,118,690,Home,915,613,Clothing,668,516,Electronics,452,261,Books,343
Books,591,934,Electronics,743,352,Electronics,738,623,Books,423,229,Clothing,744,641,Clothing,129,17,Sports,310,199,Clothing,311,502,Electronics,929,540,Clothing,581,19,Home,684,251,Books,468,592,Home,597,612,Electronics,512,323,Electronics,150,665,Books,798,909,Sports,675
Home,422,153,Books,456,606,Home,395,263,Home,347,545,Sports,591,55,Clothing,883,957,Home,293,786,Electronics,766,791,Home,786,780,Electronics,156,169,Sports,340,892,Clothing,803,999,Books,454,215,Sports,33,421,Home,907,922,Books,339,232,Books,282
Sports,149,239,Sports,346,541,Clothing,420,810,Electronics,844,626,Sports,664,664,Home,710,667,Electronics,68,479,Books,774,986,Electronics,878,205,Books,162,482,Clothing,297,127,Sports,472,673,Home,838,316,Home,334,504,Books,431,445,Home,803,720,Home,829
Sports,910,190,Home,930,164,Sports,452,62,Books,578,194,Electronics,874,852,Clothing,175,746,Sports,288,581,Electronics,632,23,Books,315,907,Electronics,666,858,Books,866,327,Books,333,789,Sports,839,946,Books,173,468,Electronics,867,174,Sports,40,609,Clothing,272
Electronics,130,663,Books,521,649,Home,657,229,Electronics,222,393,Sports,973,745,Sports,701,44,Home,758,316,Home,40,78,Books,305,467,Home,668,831,Home,382,146,Electronics,154,772,Clothing,725,675,Home,709,866,Clothing,288,674,Books,729,711,Clothing,980
Books,456,86,Electronics,778,535,Home,762,239,Home,188,461,Sports,856,488,Electronics,101,638,Clothing,507,710,Sports,897,53,Electronics,359,825,Books,228,890,Sports,376,245,Electronics,430,761,Home,716,55,Home,45,812,Books,631,567,Home,368,307,Electronics,699
Clothing,639,21,Home,637,131,Clothing,272,770,Sports,425,282,Home,691,743,Home,941,198,Clothing,11,723,Sports,959,615,Books,374,226,Home,731,941,Sports,697,76,Clothing,209,451,Books,846,505,Electronics,37,776,Sports,995,884,Clothing,793,484,Electronics,785
Clothing,877,694,Books,883,598,Home,286,726,Sports,965,685,Clothing,257,267,Home,546,387,Sports,520,554,Electronics,169,926,Books,143,861,Sports,337,235,Electronics,905,694,Sports,234,673,Clothing,25,341,Home,80,458,Sports,859,502,Books,550,953,Sports,234
Books,631,319,Home,833,696,Books,39,589,Sports,549,567,Home,107,729,Home,565,295,Electronics,763,676,Sports,602,355,Clothing,573,434,Books,946,685,Home,554,797,Electronics,391,567,Clothing,295,692,Home,550,885,Books,674,730,Books,743,362,Books,572
Clothing,966,158,Books,624,504,Clothing,556,558,Sports,511,367,Books,786,794,Sports,952,419,Sports,709,846,Home,52,15,Books,459,948,Clothing,507,872,Clothing,350,519,Home,818,94,Electronics,399,883,Home,998,830,Books,992,659,Electronics,938,374,Books,677
Electronics,997,971,Books,498,424,Clothing,497,756,Clothing,206,180,Sports,627,227,Books,847,194,Electronics,203,74,Clothing,366,147,Home,26,892,Clothing,180,894,Books,164,826,Electronics,863,85,Electronics,627,623,Sports,54,544,Electronics,646,234,Books,802,247,Electronics,790
Electronics,869,964,Clothing,328,749,Books,965,550,Books,371,393,Home,722,924,Home,270,339,Sports,798,688,Sports,311,477,Electronics,506,779,Books,852,808,Sports,397,229,Electronics,515,461,Sports,882,464,Books,886,484,Electronics,429,334,Sports,365,599,Home,656
Books,505,481,Sports,330,184,Clothing,488,607,Clothing,474,253,Electronics,947,466,Clothing,937,234,Books,205,616,Home,226,798,Home,976,518,Books,372,236,Clothing,877,287,Clothing,408,675,Electronics,724,752,Sports,599,357,Electronics,188,871,Home,199,574,Clothing,973
Clothing,929,879,Books,566,826,Home,372,385,Electronics,882,975,Clothing,807,778,Books,809,983,Clothing,953,412,Electronics,857,943,Clothing,194,123,Books,14,756,Electronics,2,853,Sports,690,472,Sports,25,779,Clothing,254,38,Clothing,429,535,Books,595,119,Sports,28
Electronics,774,76,Electronics,427,671,Home,549,943,Sports,392,249,Clothing,997,53,Sports,6,145,Clothing,409,947,Electronics,106,99,Electronics,474,631,Clothing,341,479,Clothing,967,124,Home,850,518,Books,609,928,Clothing,263,987,Home,970,460,Clothing,959,168,Home,347
Electronics,244,329,Sports,443,982,Home,410,363,Electronics,479,135,Electronics,187,688,Home,873,777,Electronics,214,40,Home,762,412,Electronics,149,20,Electronics,256,15,Electronics,295,290,Books,693,699,Home,549,726,Sports,597,681,Electronics,911,548,Sports,893,53,Electronics,179
Home,474,416,Clothing,601,523,Books,256,141,Home,509,313,Electronics,267,26,Books,814,488,Sports,540,10,Home,993,959,Sports,398,425,Home,608,557,Books,752,826,Home,995,6,Clothing,921,747,Home,365,624,Books,641,379,Clothing,955,884,Home,352
Home,382,203,Sports,95,554,Home,476,572,Books,57,185,Sports,156,383,Home,766,137,Clothing,94,383,Sports,418,819,Clothing,392,611,Sports,767,524,Electronics,612,884,Clothing,67,794,Books,539,395,Clothing,51,746,Electronics,723,662,Sports,50,897,Clothing,624
Electronics,103,229,Sports,871,235,Books,211,977,Home,67,119,Clothing,651,569,Home,293,547,Home,584,405,Clothing,157,460,Home,169,289,Clothing,279,784,Electronics,497,774,Books,741,117,Electronics,37,505,Home,502,173,Books,581,280,Electronics,872,81,Sports,350
Books,489,152,Books,762,131,Books,405,960,Books,28,933,Electronics,949,594,Sports,834,777,Sports,589,387,Electronics,885,307,Books,156,879,Clothing,741,181,Electronics,918,187,Electronics,464,805,Electronics,309,800,Electronics,477,41,Sports,58,566,Sports,146,605,Books,649
Sports,37,775,Electronics,955,697,Books,604,452,Home,654,329,Books,864,738,Clothing,134,524,Electronics,976,140,Home,249,443,Home,349,56,Electronics,679,640,Sports,387,76,Books,686,459,Clothing,650,584,Electronics,344,270,Electronics,344,355,Clothing,162,91,Electronics,127
Sports,654,72,Books,451,14,Clothing,531,55,Home,651,846,Clothing,162,597,Sports,223,835,Electronics,321,453,Clothing,917,888,Electronics,227,654,Books,72,784,Home,98,73,Books,515,172,Clothing,632,457,Sports,802,729,Sports,562,961,Clothing,942,287,Electronics,775
Electronics,549,225,Electronics,317,814,Sports,612,107,Books,925,926,Electronics,697,192,Sports,761,512,Home,83,794,Electronics,892,698,Home,659,520,Sports,723,167,Books,474,136,Books,558,865,Books,345,381,Home,933,949,Clothing,115,15,Sports,743,740,Home,134
Electronics,520,473,Electronics,487,766,Books,395,287,Electronics,232,563,Home,361,297,Clothing,204,613,Books,552,283,Home,520,683,Sports,852,238,Home,989,830,Electronics,493,467,Electronics,999,61,Home,110,534,Electronics,724,568,Electronics,192,178,Sports,377,936,Clothing,492
Electronics,743,897,Home,678,659,Home,659,353,Home,950,303,Electronics,257,809,Books,761,725,Clothing,881,778,Clothing,370,156,Sports,894,377,Clothing,709,18,Clothing,148,685,Electronics,632,96,Sports,88,963,Books,726,859,Sports,38,617,Clothing,749,523,Clothing,972
Books,333,643,Books,739,380,Books,581,910,Books,972,880,Clothing,143,122,Sports,954,441,Books,154,806,Sports,380,939,Electronics,980,588,Sports,369,36,Sports,819,892,Sports,352,998,Sports,106,107,Clothing,887,224,Clothing,711,227,Clothing,809,553,Electronics,125
Home,397,360,Clothing,648,60,Electronics,130,213,Books,107,84,Sports,920,932,Home,641,220,Electronics,915,589,Electronics,525,210,Books,714,571,Sports,864,364,Home,56,912,Electronics,85,257,Home,766,968,Books,14,996,Home,643,783,Electronics,847,729,Clothing,695
Electronics,296,540,Sports,896,927,Clothing,25,598,Home,137,438,Books,936,92,Sports,35,993,Electronics,117,730,Books,745,949,Books,597,126,Books,340,656,Books,337,123,Electronics,587,247,Sports,310,982,Sports,106,59,Electronics,192,107,Home,57,827,Home,113
Electronics,107,811,Home,577,292,Home,627,901,Electronics,378,663,Electronics,953,377,Clothing,599,738,Sports,458,688,Home,239,797,Clothing,199,472,Books,275,578,Sports,789,364,Sports,859,237,Home,689,218,Clothing,699,38,Clothing,382,586,Books,93,434,Electronics,225
Clothing,860,609,Clothing,5,160,Clothing,90,887,Sports,676,463,Clothing,962,684,Books,571,939,Electronics,761,155,Books,39,944,Books,95,285,Electronics,856,5,Sports,870,247,Home,894,321,Electronics,768,852,Sports,391,761,Sports,33,28,Home,832,768,Clothing,34
